order_date,order_type,order_id,sku,seller_type,sale_price,total_taxes,fee,total_amount
2024-01-08 23:01:00,,406-6232532-3528336,SMT-1005,Seller,-15.99,0.0,2.96,-17.02
2024-01-09 10:55:21,Order,402-4693829-9367518,LPC-2001,Seller,15.99,0.0,-3.7,16.28
2024-01-09 10:55:21,Order,171-8674074-8534733,SHW-5001,Seller,15.99,0.0,-3.7,16.28
2024-01-09 10:55:28,Order,404-9925558-3770736,LPC-2005,Seller,15.99,0.0,-3.7,16.28
2024-01-09 10:55:35,Order,402-8682058-3209966,SMT-1004,Seller,15.99,0.0,-3.7,16.28
2024-01-09 10:55:38,Order,404-6141143-8588330,SMT-1003,Seller,16.99,0.0,-3.88,17.1
2024-01-09 10:55:42,Order,404-9857269-4740302,AUD-3001,Seller,15.99,0.0,-3.7,16.28
2024-01-09 10:55:42,Order,407-6820171-1848328,SMT-1004,Seller,15.99,0.0,-3.7,16.28
2024-01-09 10:55:45,Order,406-0698016-4792357,LPC-2006,Seller,15.99,0.0,-3.7,16.28
2024-01-09 10:55:55,Order,403-5317032-4518708,SHW-5004,Seller,17.99,0.0,-4.08,17.9
2024-01-09 10:55:55,Order,171-6579407-3763568,LPC-2006,Seller,15.99,0.0,-3.7,16.28
2024-01-09 10:55:58,Order,403-4329266-4035545,CAM-4002,Seller,15.99,0.0,-3.43,15.06
2024-01-09 10:55:58,Order,403-4329266-4035545,LPC-2003,Seller,15.99,0.0,-3.43,15.05
2024-01-09 10:55:58,Order,402-1314985-0707544,SHW-5002,Seller,17.99,0.0,-4.08,17.9
2024-01-09 10:56:23,Order,405-1620626-7304332,SMT-1002,Seller,16.99,0.0,-4.08,17.9
2024-01-09 10:57:07,Order,402-3042514-9691540,CAM-4006,Seller,15.99,0.0,-2.96,13.03
2024-01-09 16:40:47,Order,406-6971544-2313165,AUD-3003,Seller,15.99,0.0,-3.7,16.28
2024-01-10 07:33:27,Order,404-7464699-7775555,AUD-3006,Seller,14.99,0.0,-3.51,15.47
2024-01-10 07:36:31,Order,171-2174447-9357924,SMT-1004,Seller,15.99,0.0,-3.7,16.28
2024-01-10 07:36:41,Order,406-5183047-4912307,SHW-5006,Seller,14.99,0.0,-3.51,15.47
2024-01-10 07:37:18,Order,406-3113078-8893906,AUD-3001,Seller,14.99,0.0,-3.51,15.47
2024-01-10 07:37:50,Order,402-1595525-4348329,SMT-1003,Seller,18.99,0.0,-4.26,18.72
2024-01-10 07:38:07,Order,171-6482045-0033119,AUD-3006,Seller,15.99,0.0,-3.88,17.1
2024-01-10 07:48:11,Order,406-2180745-0651567,LPC-2004,Seller,14.99,0.0,-3.51,15.47
2024-01-10 07:48:21,Order,408-1189269-1694765,SHW-5003,Seller,14.99,0.0,-3.51,15.47
2024-01-10 07:48:44,Order,408-0043159-6482733,CAM-4003,Seller,15.99,0.0,-3.7,16.28
2024-01-10 07:52:28,Order,403-8280029-4217164,CAM-4002,Seller,15.99,0.0,-3.7,16.28
2024-01-10 19:33:31,,402-2316891-9449913,SHW-5005,Seller,-15.99,0.0,2.96,-17.02
2024-01-11 06:45:32,Order,407-2425555-8493161,SHW-5004,Seller,14.99,0.0,-3.51,15.47
2024-01-11 06:45:39,Order,402-5778424-4851569,LPC-2006,Seller,15.99,0.0,-3.7,16.28
2024-01-12 04:16:25,Order,406-1822160-0461105,CAM-4001,Seller,15.99,0.0,-3.7,16.28
2024-01-12 04:16:58,Order,404-9749101-4361924,LPC-2001,Seller,15.99,0.0,-3.7,16.28
2024-01-12 04:19:56,Order,171-5245914-0823523,CAM-4005,Seller,15.99,0.0,-3.7,16.28
2024-01-15 03:06:41,Order,171-2136298-0200334,SMT-1003,Seller,14.99,0.0,-3.51,15.47
2024-01-15 03:07:07,Order,171-0243297-1509954,SMT-1002,Seller,14.99,0.0,-3.51,15.47
2024-01-15 03:07:07,Order,402-5321870-4861949,CAM-4004,Seller,15.99,0.0,-3.7,16.28
2024-01-15 03:07:11,Order,407-3314969-8994738,LPC-2002,Seller,15.99,0.0,-3.7,16.28
2024-01-15 03:08:55,Order,405-9274209-9659528,SHW-5001,Seller,15.99,0.0,-3.7,16.28
2024-01-15 03:08:55,Order,408-7478399-9741113,LPC-2004,Seller,14.99,0.0,-3.51,15.47
2024-01-15 03:10:14,Order,407-0946345-5489952,SMT-1003,Seller,15.99,0.0,-3.7,16.28
2024-01-15 03:10:23,Order,402-6409071-5529111,SHW-5004,Seller,17.99,0.0,-4.08,17.9
2024-01-15 03:11:03,Order,402-4265097-6057151,LPC-2002,Seller,15.99,0.0,-3.7,16.28
2024-01-15 03:11:19,Order,408-0186428-9261138,SHW-5004,Seller,15.99,0.0,-3.7,16.28
2024-01-15 12:00:49,,408-6894500-7190760,SMT-1004,Seller,-15.99,0.0,2.96,-17.02
2024-01-15 12:24:38,,405-1631819-6823550,AUD-3001,Seller,-15.99,0.0,2.96,-17.02
2024-01-15 12:29:37,,403-6833378-8179546,LPC-2003,Seller,-15.99,0.0,2.96,-17.02
2024-01-15 14:30:42,,402-4246172-9400323,AUD-3003,Seller,-15.99,0.0,2.96,-17.02
2024-01-16 04:12:04,Order,402-6381035-5137124,CAM-4003,Seller,16.99,0.0,-3.88,17.1
2024-01-16 04:30:15,Order,402-7569310-3352343,SHW-5003,Seller,16.99,0.0,-3.88,17.1
2024-01-16 04:30:28,Order,402-0134083-0049178,LPC-2006,Seller,16.99,0.0,-3.88,17.1
2024-01-16 04:30:41,Order,405-7073352-6072306,SMT-1006,Seller,14.99,0.0,-3.51,15.47
2024-01-16 04:31:00,Order,408-1652893-1109926,LPC-2006,Seller,17.99,0.0,-3.34,14.65
2024-01-16 04:32:38,Order,403-3555354-9833137,LPC-2006,Seller,13.99,0.0,-3.06,13.43
2024-01-16 04:32:38,Order,403-3555354-9833137,LPC-2001,Seller,13.99,0.0,-3.06,13.42
2024-01-16 04:32:50,Order,171-0207970-6006707,CAM-4004,Seller,13.99,0.0,-3.33,14.65
2024-01-16 20:34:49,,405-1068410-6642731,LPC-2003,Seller,-15.99,0.0,2.96,-17.02
2024-01-17 02:19:35,Order,403-5826998-7546707,CAM-4005,Seller,15.99,0.0,-3.88,17.1
2024-01-17 02:20:17,Order,403-0305549-8412310,SHW-5006,Seller,14.99,0.0,-3.7,16.28
2024-01-17 02:21:52,Order,171-7199704-9497943,CAM-4004,Seller,17.99,0.0,-4.26,18.72
2024-01-17 12:20:15,Order,171-0362715-4527521,CAM-4003,Amazon,17.99,0.0,-9.56,8.43
2024-01-17 22:58:52,Order,171-1944600-7609963,SMT-1003,Amazon,17.99,0.0,-9.56,8.43
2024-01-18 01:02:47,Order,403-6582059-5207529,CAM-4002,Amazon,17.99,0.0,-9.56,8.43
2024-01-18 02:01:57,Order,408-7175678-7701121,CAM-4003,Amazon,17.99,0.0,-9.56,8.43
2024-01-18 07:03:14,Order,407-0333660-8465945,SMT-1006,Seller,15.99,0.0,-3.88,17.1
2024-01-19 02:04:09,Order,408-8228958-9188340,AUD-3006,Amazon,17.99,0.0,-9.56,8.43
2024-01-19 02:34:17,Order,405-1738362-2269140,CAM-4006,Seller,17.99,0.0,-4.26,18.72
2024-01-19 02:35:46,Order,171-3599599-6609147,LPC-2002,Seller,14.99,0.0,-3.33,14.66
2024-01-19 02:35:46,Order,171-3599599-6609147,SMT-1006,Seller,14.99,0.0,-3.33,14.65
2024-01-19 02:35:49,Order,402-7910323-9657924,AUD-3003,Seller,15.99,0.0,-3.88,17.1
2024-01-19 02:36:10,Order,402-9345380-9097130,AUD-3001,Seller,15.99,0.0,-3.88,17.1
2024-01-19 19:22:25,Order,407-5728416-2679545,LPC-2003,Seller,24.9,0.0,-5.72,25.17
2024-01-19 19:23:06,,404-9857269-4740302,SHW-5006,Seller,-15.99,0.0,2.96,-17.02
2024-01-21 07:53:39,Order,405-7498280-8827526,CAM-4003,Amazon,17.99,0.0,-9.56,8.43
2024-01-21 22:27:35,,402-3632114-8587526,CAM-4005,Seller,-15.99,0.0,2.96,-17.02
2024-01-22 06:29:45,Order,406-8701348-6538721,AUD-3006,Seller,15.99,0.0,-3.88,17.1
2024-01-22 06:30:57,Order,404-6201320-1342728,LPC-2002,Seller,15.99,0.0,-3.88,17.1
2024-01-22 06:31:28,Order,404-7991414-3601118,CAM-4004,Seller,19.65,0.0,-4.76,20.88
2024-01-22 06:32:56,Order,171-0347997-1335565,LPC-2005,Seller,15.99,0.0,-3.88,17.1
2024-01-22 06:33:06,Order,407-8760852-6523519,SHW-5003,Seller,16.99,0.0,-4.08,17.9
2024-01-22 17:18:07,Order,403-1982574-8758724,SHW-5001,Seller,19.95,0.0,-3.7,16.25
2024-01-22 18:26:51,Order,402-4687532-9625135,SHW-5001,Amazon,17.99,0.0,-9.56,8.43
2024-01-23 02:49:32,Order,404-6605198-7589147,SMT-1002,Seller,17.99,0.0,-4.26,18.72
2024-01-23 02:49:42,Order,404-0201644-7831507,LPC-2002,Seller,15.99,0.0,-3.51,15.47
2024-01-23 02:49:42,Order,404-0201644-7831507,SHW-5003,Seller,17.99,0.0,-3.89,17.1
2024-01-23 02:49:42,Order,406-4724674-0773143,SMT-1002,Seller,18.99,0.0,-3.52,15.47
2024-01-23 02:50:53,Order,171-9592322-8591538,SHW-5002,Seller,15.99,0.0,-3.88,17.1
2024-01-23 02:50:56,Order,402-1659885-1877106,LPC-2005,Seller,15.99,0.0,-3.88,17.1
2024-01-23 02:51:21,Order,407-4102933-6063518,AUD-3001,Seller,15.99,0.0,-3.88,17.1
2024-01-23 02:51:43,Order,405-4783852-4318711,LPC-2003,Seller,17.99,0.0,-4.26,18.72
2024-01-23 02:52:51,Order,405-1214418-4916330,SMT-1003,Seller,17.75,0.0,-4.21,18.53
2024-01-23 02:53:28,Order,404-2193631-7573155,LPC-2001,Seller,18.99,0.0,-4.44,19.54
2024-01-23 02:58:17,Order,404-8993239-7839555,SHW-5006,Seller,15.99,0.0,-3.88,17.1
2024-01-23 14:52:36,Order,404-2204307-2529147,CAM-4001,Amazon,17.99,0.0,-11.56,8.43
2024-01-23 20:19:40,Order,402-2369493-4243536,SHW-5005,Amazon,17.99,0.0,-9.56,8.43
2024-01-24 00:20:04,Order,405-2831939-0459522,CAM-4005,Seller,15.99,0.0,-3.88,17.1
2024-01-24 00:21:48,Order,407-6128995-4041127,LPC-2005,Seller,16.99,0.0,-4.08,17.9
2024-01-24 00:22:52,Order,406-0226329-8680319,LPC-2001,Seller,15.99,0.0,-3.88,17.1
2024-01-24 00:23:08,Order,402-3450281-2961954,CAM-4003,Seller,14.99,0.0,-3.7,16.28
2024-01-24 01:40:07,Order,171-5375480-4926729,AUD-3004,Amazon,17.99,0.0,-9.56,8.43
2024-01-24 15:24:54,Order,404-0097266-4548378,AUD-3001,Amazon,18.99,0.0,-9.74,9.25
2024-01-24 21:17:44,Order,405-6056559-1823535,SHW-5005,Amazon,18.99,0.0,-9.74,9.25
2024-01-25 03:09:58,Order,405-1326158-8104367,SHW-5006,Amazon,19.99,0.0,-13.920000000000002,10.06
2024-01-25 03:25:10,Order,404-0669769-0002719,CAM-4003,Seller,17.99,0.0,-4.26,18.72
2024-01-25 03:25:29,Order,404-2792825-8395500,AUD-3003,Seller,14.99,0.0,-3.7,16.28
2024-01-25 03:25:32,Order,404-1589734-6423569,SMT-1005,Seller,15.99,0.0,-3.88,17.1
2024-01-25 03:25:47,Order,406-3346980-9081902,LPC-2003,Seller,14.99,0.0,-3.7,16.28
2024-01-25 07:18:36,Order,405-0900883-6120360,SMT-1005,Amazon,18.99,0.0,-9.74,9.25
2024-01-25 07:29:46,Order,404-4527460-3986719,LPC-2002,Amazon,18.99,0.0,-9.74,9.25
2024-01-25 15:25:17,Order,403-3858724-9232308,CAM-4006,Amazon,19.99,0.0,-9.93,10.06
2024-01-26 00:04:24,,402-5422050-2194703,AUD-3006,Seller,-15.99,0.0,2.96,-17.02
2024-01-26 01:10:56,Order,402-8542448-1852301,AUD-3006,Amazon,19.99,0.0,-16.92,10.06
2024-01-26 04:00:23,Order,171-3403768-8465954,LPC-2003,Seller,15.99,0.0,-3.88,17.1
2024-01-26 04:00:26,Order,402-5367058-6717937,CAM-4006,Seller,15.99,0.0,-3.88,17.1
2024-01-26 04:02:08,Order,406-6489317-0993118,CAM-4001,Seller,15.99,0.0,-3.88,17.1
2024-01-26 04:02:42,Order,403-6320544-5073157,AUD-3002,Seller,15.99,0.0,-3.88,17.1
2024-01-26 04:03:11,Order,402-0167453-2760330,SHW-5005,Seller,14.99,0.0,-3.7,16.28
2024-01-26 06:25:58,Order,406-1192841-5234755,CAM-4001,Amazon,19.99,0.0,-9.93,10.06
2024-01-26 18:16:33,Order,404-9862000-7034706,AUD-3001,Amazon,17.99,0.0,-9.56,8.43
2024-01-27 02:05:46,Order,406-1491506-7645124,LPC-2006,Amazon,18.99,0.0,-9.74,9.25
2024-01-27 08:51:18,Order,402-1965485-1963538,LPC-2002,Amazon,18.99,0.0,-9.74,9.25
2024-01-27 11:19:02,Order,407-9531801-5396309,SMT-1005,Amazon,18.99,0.0,-9.74,9.25
2024-01-27 15:59:53,Order,402-9514468-9465159,AUD-3005,Amazon,19.99,0.0,-9.93,10.06
2024-01-28 14:06:33,Order,408-6983906-9170730,AUD-3004,Amazon,18.99,0.0,-9.74,9.25
2024-01-29 00:04:38,Order,407-5615833-1280324,SMT-1003,Amazon,15.99,0.0,-9.18,6.81
2024-01-29 19:08:46,Order,404-9104530-6857111,SHW-5001,Amazon,19.95,0.0,-9.92,10.03
2024-01-29 20:41:51,Order,404-5536992-9329943,SMT-1002,Amazon,19.95,0.0,-9.92,10.03
2024-01-30 08:35:57,Order,405-0346960-1042770,SHW-5004,Seller,14.99,0.0,-3.7,16.28
2024-01-30 08:36:13,Order,407-5054556-1364357,SMT-1004,Seller,15.99,0.0,-3.88,17.1
2024-01-30 08:37:15,Order,402-0493451-0289915,SMT-1005,Seller,15.99,0.0,-3.88,17.1
2024-01-30 08:38:08,Order,405-7978168-2737108,CAM-4003,Seller,15.99,0.0,-3.88,17.1
2024-01-30 08:42:22,Order,405-5443340-2740305,SMT-1006,Seller,15.99,0.0,-3.88,17.1
2024-01-30 08:42:40,Order,407-7595099-6748332,SHW-5002,Seller,14.99,0.0,-3.7,16.28
2024-01-30 08:43:33,Order,402-6682246-4901103,CAM-4004,Seller,15.99,0.0,-3.88,17.1
2024-01-30 08:44:07,Order,405-8729910-6165940,AUD-3002,Seller,15.99,0.0,-3.88,17.1
2024-01-30 08:45:09,Order,403-3429929-9072305,CAM-4002,Seller,17.75,0.0,-4.21,18.53
2024-01-30 08:45:59,Order,403-5297741-0577152,SMT-1003,Seller,15.99,0.0,-3.88,17.1
2024-01-30 14:35:35,Order,407-6940579-7190706,AUD-3001,Amazon,18.99,0.0,-13.73,9.25
2024-01-30 15:04:43,Order,403-9849964-3781910,AUD-3001,Amazon,19.95,0.0,-9.92,10.03
2024-01-30 15:19:13,Order,405-7826491-7245939,CAM-4002,Amazon,19.95,0.0,-9.92,10.03
2024-01-30 17:26:29,Order,408-4074591-2516311,AUD-3003,Amazon,19.95,0.0,-9.92,10.03
2024-01-30 18:52:32,Order,402-3091060-4405922,AUD-3005,Amazon,19.95,0.0,-13.91,10.03
2024-01-30 19:15:51,Order,408-5469044-3073142,LPC-2003,Amazon,19.95,0.0,-9.92,10.03
2024-01-31 02:24:06,Order,406-7897705-8797958,AUD-3006,Seller,15.99,0.0,-3.88,17.1
2024-01-31 02:24:54,Order,408-7843299-2153908,SHW-5004,Seller,16.99,0.0,-4.08,17.9
2024-01-31 02:25:32,Order,406-9426381-7864334,SMT-1001,Seller,15.99,0.0,-3.88,17.1
2024-01-31 02:26:41,Order,402-1129864-0470710,CAM-4004,Seller,15.99,0.0,-3.88,17.1
2024-01-31 02:27:00,Order,404-5640879-4195568,CAM-4006,Seller,15.99,0.0,-3.88,17.1
2024-01-31 02:29:06,Order,406-9725196-2635503,SMT-1004,Seller,15.99,0.0,-3.88,17.1
2024-01-31 02:29:41,Order,402-9080269-4877929,CAM-4004,Seller,15.99,0.0,-3.88,17.1
2024-01-31 09:22:38,Order,403-0879006-5346704,SHW-5005,Seller,15.99,0.0,-3.88,17.1
2024-01-31 12:16:38,Order,406-2552524-0783532,AUD-3006,Amazon,19.95,0.0,-9.92,10.03
2024-01-31 14:57:59,Order,407-9320391-3837960,SHW-5001,Amazon,19.95,0.0,-9.92,10.03
2024-01-31 16:01:06,Order,408-6596283-0491551,LPC-2003,Amazon,19.95,0.0,-9.92,10.03
2024-01-31 22:32:06,Order,171-9822534-3676355,SHW-5001,Amazon,19.95,0.0,-9.92,10.03
2024-02-01 02:58:36,Order,402-5074882-0869949,CAM-4003,Amazon,18.99,0.0,-9.74,9.25
2024-02-01 04:08:37,Order,403-8152904-3985148,LPC-2005,Amazon,19.95,0.0,-9.92,10.03
2024-02-01 12:32:57,Order,402-5648629-3190707,SMT-1004,Seller,15.99,0.0,-3.88,17.1
2024-02-01 12:33:13,Order,407-1841818-4701904,LPC-2004,Seller,15.99,0.0,-3.88,17.1
2024-02-01 13:34:53,Order,404-2460705-5086730,AUD-3002,Seller,15.99,0.0,-3.88,17.1
2024-02-01 13:36:05,Order,406-4285880-1233913,SMT-1006,Seller,16.99,0.0,-3.16,13.83
2024-02-01 15:12:32,Order,408-3809732-4997157,AUD-3003,Amazon,19.95,0.0,-9.92,10.03
2024-02-01 15:48:46,Order,408-3529520-6063544,SMT-1001,Amazon,19.95,0.0,-9.92,10.03
2024-02-01 15:56:21,Order,404-5501835-1536342,CAM-4006,Amazon,19.95,0.0,-9.92,10.03
2024-02-01 16:32:58,Order,403-1514287-5595540,SHW-5005,Amazon,19.95,0.0,-9.92,10.03
2024-02-01 17:12:52,Order,171-4873410-0994735,CAM-4006,Amazon,19.95,0.0,-9.92,10.03
2024-02-01 18:42:45,Order,407-3997728-4618700,LPC-2003,Amazon,19.95,0.0,-9.92,10.03
2024-02-01 19:04:16,Order,403-6105369-7307512,AUD-3005,Amazon,19.95,0.0,-9.92,10.03
2024-02-01 19:12:58,Order,403-6140644-4049942,SHW-5001,Amazon,17.99,0.0,-9.56,8.43
2024-02-01 21:57:36,Order,405-6046507-1524350,SMT-1006,Amazon,19.95,0.0,-9.92,10.03
2024-02-02 02:10:15,Order,402-8863169-3912340,AUD-3005,Seller,15.99,0.0,-3.88,17.1
2024-02-02 02:10:25,Order,403-6686299-8648368,SHW-5006,Seller,15.99,0.0,-3.88,17.1
2024-02-02 02:11:05,Order,405-9899191-5938755,SMT-1004,Seller,15.99,0.0,-3.88,17.1
2024-02-02 02:11:25,Order,407-5044063-8474769,SHW-5004,Seller,15.99,0.0,-3.88,17.1
2024-02-02 02:16:04,Order,171-5012993-0491518,CAM-4003,Seller,15.99,0.0,-3.88,17.1
2024-02-02 02:17:13,Order,404-1859093-7422723,LPC-2004,Seller,15.99,0.0,-3.88,17.1
2024-02-02 02:27:38,Order,171-4604605-0711523,SHW-5003,Seller,15.99,0.0,-3.51,15.48
2024-02-02 02:27:38,Order,171-4604605-0711523,CAM-4003,Seller,15.99,0.0,-3.51,15.47
2024-02-02 02:27:54,Order,407-0112634-7104336,AUD-3005,Seller,18.99,0.0,-4.44,19.54
2024-02-02 02:27:57,Order,407-2354919-5917147,CAM-4002,Seller,15.99,0.0,-3.88,17.1
2024-02-02 02:28:20,Order,402-3985436-6608321,LPC-2001,Seller,16.99,0.0,-4.08,17.9
2024-02-02 02:29:17,Order,404-7846739-6544305,SMT-1005,Seller,15.99,0.0,-3.88,17.1
2024-02-02 02:29:23,Order,407-3697217-1757963,LPC-2006,Seller,15.99,0.0,-3.88,17.1
2024-02-02 02:29:46,Order,402-1175300-4321950,SHW-5001,Seller,15.99,0.0,-3.88,17.1
2024-02-02 16:42:41,Order,405-7330277-8185148,SMT-1006,Amazon,19.95,0.0,-9.92,10.03
2024-02-02 22:50:09,,404-3994290-9629142,AUD-3006,Seller,-17.99,0.0,3.26,-18.72
2024-02-03 00:54:27,Order,408-6796501-8139513,SHW-5001,Amazon,18.99,0.0,-9.74,9.25
2024-02-03 14:14:47,Order,404-2416757-8360318,SHW-5006,Seller,15.99,0.0,-3.88,17.1
2024-02-03 14:15:43,Order,407-3531758-9349133,AUD-3005,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:14:29,Order,171-3673365-4612352,SHW-5006,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:18:30,Order,402-2919339-8092356,SMT-1001,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:19:08,Order,408-6596110-9953920,CAM-4002,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:19:37,Order,403-2351359-1194752,LPC-2005,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:20:34,Order,408-5841425-4876364,AUD-3004,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:20:41,Order,403-9036632-5659515,SMT-1001,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:21:23,Order,407-1405898-7810718,SMT-1004,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:21:46,Order,406-9441847-9352329,SHW-5006,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:22:22,Order,403-1868393-4094723,LPC-2006,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:22:50,Order,403-6875527-9673135,SHW-5005,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:23:14,Order,402-6526499-5054749,SHW-5003,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:23:40,Order,406-9190551-9615552,SHW-5002,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:24:06,Order,404-0168302-3340326,LPC-2004,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:24:25,Order,403-1260895-1724318,LPC-2002,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:25:29,Order,404-6377558-5737922,SMT-1002,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:26:18,Order,408-7172142-0397911,LPC-2002,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:27:04,Order,407-1390048-2504359,SHW-5005,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:27:17,Order,408-5944985-7606740,CAM-4001,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:27:49,Order,405-3281795-2910741,SMT-1003,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:27:53,Order,407-1440389-2249127,SMT-1003,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:28:09,Order,402-1822927-1162726,CAM-4006,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:28:29,Order,402-1658700-0060320,AUD-3004,Seller,15.99,0.0,-3.88,17.1
2024-02-05 06:28:39,Order,404-6907419-6000305,SHW-5003,Seller,17.99,0.0,-4.26,18.72
